event_id,transaction_id,customer_id,customer_name,customer_email,customer_phone,merchant_category,gateway_provider,payment_method,user_device,event_type,failure_category,created_at,amount,customer_age_days,prev_payment_count,prev_success_count,prev_failure_count,historical_success_rate,days_since_last_success,customer_activity_score,failure_category_encoded,attempt_number,hours_since_failure,invoice_age_days,prev_recovery_actions,prev_recovery_outcomes,recovered
EV_105051,TXN_202605051,CUST_3378,Aarav Malhotra,aarav.malhotra57@company.in,+918571979779,B2B Wholesale,CCAvenue,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-06 23:44:37,1201.85,1044,21,15,6,0.7143,0,9.18,3,2,25.06,0,4,4,1
EV_105052,TXN_202605052,CUST_3376,Riya Reddy,riya.reddy81@enterprise.in,+916841381999,E-commerce Retail,Stripe,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-08-04 20:51:37,7655.84,392,42,36,6,0.8571,0,7.85,3,1,9.92,0,5,5,1
EV_105053,TXN_202605053,CUST_2874,Kabir Kulkarni,kabir.kulkarni26@yahoo.com,+918257326085,B2B Wholesale,Razorpay,NetBanking,Tablet,checkout_abandonment,user_timeout,2026-08-01 21:28:37,5814.34,64,41,19,22,0.4634,148,4.99,3,2,24.25,0,2,1,1
EV_105054,TXN_202605054,CUST_2454,Reyansh Patel,reyansh.patel71@company.in,+916491778504,B2B Wholesale,PayU,Debit Card,Tablet,failed_payment,insufficient_funds,2026-07-23 21:26:37,2486.61,961,15,13,2,0.8667,0,5.58,1,1,14.19,0,3,3,1
EV_105055,TXN_202605055,CUST_2309,Ishaan Reddy,ishaan.reddy1@outlook.com,+917291067101,B2B Wholesale,Stripe,Credit Card,Desktop,failed_payment,bank_downtime,2026-08-10 15:45:37,7427.38,1377,8,7,1,0.875,6,7.2,4,2,7.18,0,3,1,1
EV_105056,TXN_202605056,CUST_3076,Ira Mehta,ira.mehta22@gmail.com,+917475122675,E-commerce Retail,Razorpay,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-07-17 06:42:37,72204.89,1423,34,25,9,0.7353,154,3.05,1,1,65.82,53,1,0,0
EV_105057,TXN_202605057,CUST_2016,Aarav Kulkarni,aarav.kulkarni83@outlook.com,+918706500866,B2B Wholesale,Cashfree,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-07-12 02:30:37,20031.31,136,34,17,17,0.5,0,9.89,1,1,206.15,36,3,3,1
EV_105058,TXN_202605058,CUST_1382,Sneha Verma,sneha.verma18@yahoo.com,+916506211965,EdTech,Stripe,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-08-12 19:22:37,1191.73,1406,18,12,6,0.6667,0,5.78,3,2,1.74,0,2,2,1
EV_105059,TXN_202605059,CUST_1213,Kabir Joshi,kabir.joshi40@company.in,+919882540201,B2B Wholesale,Cashfree,Debit Card,Tablet,failed_payment,user_timeout,2026-07-03 01:03:37,1680.72,519,17,12,5,0.7059,0,8.25,3,4,5.32,0,3,3,1
EV_105060,TXN_202605060,CUST_2649,Aadhya Nair,aadhya.nair51@enterprise.in,+917533852538,E-commerce Retail,PayU,UPI,Mobile,checkout_abandonment,user_timeout,2026-08-18 10:38:37,25000.0,1320,38,24,14,0.6316,0,5.8,3,2,1.2,0,3,2,1
EV_105061,TXN_202605061,CUST_1554,Ira Patel,ira.patel86@company.in,+917463957634,E-commerce Retail,Cashfree,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-07-16 07:43:37,85949.79,1370,26,22,4,0.8462,0,7.38,1,1,32.27,43,1,1,1
EV_105062,TXN_202605062,CUST_3295,Kabir Malhotra,kabir.malhotra66@enterprise.in,+918335047043,EdTech,CCAvenue,Credit Card,Tablet,overdue_invoice,insufficient_funds,2026-08-28 00:45:37,28289.63,133,6,5,1,0.8333,138,4.19,1,1,193.71,22,1,1,0
EV_105063,TXN_202605063,CUST_1640,Aditya Chopra,aditya.chopra93@company.in,+919997261590,SaaS,PayU,UPI,Desktop,failed_payment,expired_card,2026-06-04 13:27:37,31059.44,107,32,19,13,0.5938,0,8.32,0,3,0.1,0,5,4,1
EV_105064,TXN_202605064,CUST_3201,Arjun Sharma,arjun.sharma8@enterprise.in,+919758704679,EdTech,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-08-14 07:40:37,12054.46,192,12,8,4,0.6667,0,6.12,3,1,13.94,0,4,4,0
EV_105065,TXN_202605065,CUST_1041,Diya Malhotra,diya.malhotra32@yahoo.com,+917224011538,B2B Wholesale,Cashfree,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-07-01 00:22:37,3140.56,170,16,11,5,0.6875,7,6.07,3,1,1.26,0,5,3,1
EV_105066,TXN_202605066,CUST_1920,Diya Singh,diya.singh19@yahoo.com,+917221411520,SaaS,PayU,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-27 18:47:37,2985.35,126,32,20,12,0.625,163,1.16,3,2,0.78,0,2,0,0
EV_105067,TXN_202605067,CUST_3236,Pooja Kulkarni,pooja.kulkarni82@yahoo.com,+917056723350,SaaS,CCAvenue,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-09 17:12:37,14980.58,96,24,11,13,0.4583,0,6.43,3,1,4.43,0,5,4,1
EV_105068,TXN_202605068,CUST_1648,Vihaan Kulkarni,vihaan.kulkarni33@enterprise.in,+919492441275,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,user_timeout,2026-07-03 20:49:37,2578.13,1081,41,23,18,0.561,0,5.57,3,3,2.04,0,2,2,1
EV_105069,TXN_202605069,CUST_1827,Ananya Bhat,ananya.bhat52@company.in,+917869127013,B2B Wholesale,PayU,Debit Card,Tablet,failed_payment,insufficient_funds,2026-06-22 08:26:37,1610.53,813,37,15,22,0.4054,0,7.29,1,5,1.59,0,2,2,0
EV_105070,TXN_202605070,CUST_1578,Pooja Mehta,pooja.mehta39@company.in,+919392629814,B2B Wholesale,Stripe,UPI,Mobile,failed_payment,bank_downtime,2026-07-04 01:51:37,1381.68,1385,40,35,5,0.875,0,7.7,4,2,6.97,0,4,4,1
EV_105071,TXN_202605071,CUST_3017,Arjun Reddy,arjun.reddy2@company.in,+919398930205,E-commerce Retail,Razorpay,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-03 10:01:37,25631.14,778,45,28,17,0.6222,0,4.04,1,1,137.23,13,1,1,1
EV_105072,TXN_202605072,CUST_2630,Aarav Chopra,aarav.chopra48@company.in,+917629401436,B2B Wholesale,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-16 00:51:37,1927.37,1244,25,9,16,0.36,58,6.74,3,1,5.23,0,5,2,0
EV_105073,TXN_202605073,CUST_1455,Ira Kulkarni,ira.kulkarni45@enterprise.in,+918157762617,E-commerce Retail,PayU,Debit Card,Desktop,failed_payment,bank_downtime,2026-07-24 00:35:37,747.86,1022,23,13,10,0.5652,0,7.74,4,2,15.1,0,3,2,1
EV_105074,TXN_202605074,CUST_1184,Pooja Nair,pooja.nair35@outlook.com,+919242456102,B2B Wholesale,Razorpay,Debit Card,Tablet,failed_payment,network_error,2026-07-30 08:57:37,15837.58,878,41,31,10,0.7561,0,8.3,2,2,1.68,0,3,1,1
EV_105075,TXN_202605075,CUST_1613,Riya Malhotra,riya.malhotra6@yahoo.com,+916443348057,EdTech,Razorpay,UPI,Mobile,failed_payment,insufficient_funds,2026-07-28 12:12:37,925.7,125,47,27,20,0.5745,68,8.79,1,2,24.27,0,2,2,1
EV_105076,TXN_202605076,CUST_2282,Ira Mehta,ira.mehta30@outlook.com,+917112800039,E-commerce Retail,Cashfree,UPI,Desktop,failed_payment,insufficient_funds,2026-07-27 05:56:37,3137.14,924,11,6,5,0.5455,0,4.07,1,3,41.18,0,3,3,1
EV_105077,TXN_202605077,CUST_1974,Pooja Rao,pooja.rao20@yahoo.com,+918671326885,SaaS,Razorpay,Credit Card,Desktop,overdue_invoice,insufficient_funds,2026-08-21 11:42:37,23129.38,699,41,29,12,0.7073,20,9.0,1,1,238.31,33,0,0,1
EV_105078,TXN_202605078,CUST_2669,Aadhya Bhat,aadhya.bhat48@enterprise.in,+919069092303,SaaS,PayU,UPI,Desktop,failed_payment,network_error,2026-06-16 05:22:37,2672.39,836,10,8,2,0.8,0,3.73,2,3,22.35,0,3,3,1
EV_105079,TXN_202605079,CUST_1845,Riya Bhat,riya.bhat22@outlook.com,+918481449107,SaaS,PayU,UPI,Tablet,failed_payment,bank_downtime,2026-08-07 06:23:37,4817.91,1335,49,26,23,0.5306,0,8.05,4,3,5.43,0,2,2,1
EV_105080,TXN_202605080,CUST_1356,Meera Gupta,meera.gupta49@outlook.com,+916596313527,SaaS,Stripe,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-06-17 10:00:37,17680.06,1433,21,11,10,0.5238,72,6.17,1,1,100.31,89,4,0,1
EV_105081,TXN_202605081,CUST_1953,Kunal Sharma,kunal.sharma29@outlook.com,+919679993305,B2B Wholesale,PayU,UPI,Tablet,failed_payment,network_error,2026-07-10 04:15:37,1301.34,272,47,42,5,0.8936,181,8.58,2,1,10.92,0,1,1,1
EV_105082,TXN_202605082,CUST_2072,Kavya Malhotra,kavya.malhotra15@company.in,+918674461918,EdTech,PayU,NetBanking,Mobile,failed_payment,insufficient_funds,2026-07-28 20:07:37,1024.31,999,43,26,17,0.6047,115,5.6,1,1,9.95,0,2,2,1
EV_105083,TXN_202605083,CUST_3321,Vivaan Gupta,vivaan.gupta30@yahoo.com,+917459991296,E-commerce Retail,Stripe,UPI,Desktop,failed_payment,expired_card,2026-06-01 07:57:37,2664.11,855,37,29,8,0.7838,0,8.21,0,1,6.17,0,1,1,0
EV_105084,TXN_202605084,CUST_2782,Kavya Mehta,kavya.mehta61@company.in,+916302217990,B2B Wholesale,Stripe,Credit Card,Desktop,failed_payment,bank_downtime,2026-08-15 13:08:37,2671.79,1094,32,27,5,0.8438,0,7.99,4,1,6.16,0,2,2,1
EV_105085,TXN_202605085,CUST_1264,Vivaan Singh,vivaan.singh77@company.in,+917227279967,SaaS,PayU,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-19 09:07:37,25000.0,1043,37,23,14,0.6216,29,6.65,3,1,10.02,0,0,0,0
EV_105086,TXN_202605086,CUST_3391,Saanvi Nair,saanvi.nair14@outlook.com,+919887129213,E-commerce Retail,PayU,UPI,Mobile,failed_payment,bank_downtime,2026-06-01 02:46:37,14245.81,1124,34,29,5,0.8529,0,6.67,4,1,9.84,0,5,5,1
EV_105087,TXN_202605087,CUST_1804,Reyansh Kumar,reyansh.kumar25@yahoo.com,+917188200713,SaaS,Razorpay,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-08-23 22:33:37,40401.05,440,36,28,8,0.7778,113,7.27,1,1,186.74,49,2,2,0
EV_105088,TXN_202605088,CUST_3461,Ira Joshi,ira.joshi31@outlook.com,+917396304664,SaaS,Stripe,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-12 17:14:37,2227.24,324,45,35,10,0.7778,0,4.58,3,1,10.46,0,3,3,0
EV_105089,TXN_202605089,CUST_1141,Ira Gupta,ira.gupta57@yahoo.com,+918523601252,SaaS,CCAvenue,Credit Card,Tablet,failed_payment,bank_downtime,2026-07-08 14:42:37,507.35,181,26,18,8,0.6923,0,8.83,4,3,6.04,0,5,2,1
EV_105090,TXN_202605090,CUST_2147,Sneha Gupta,sneha.gupta17@yahoo.com,+918447715974,EdTech,CCAvenue,Debit Card,Desktop,failed_payment,network_error,2026-08-05 05:58:37,1209.4,163,16,14,2,0.875,50,8.08,2,2,9.08,0,2,2,1
EV_105091,TXN_202605091,CUST_1401,Ananya Joshi,ananya.joshi17@enterprise.in,+919661127093,EdTech,Razorpay,UPI,Desktop,failed_payment,expired_card,2026-07-04 10:03:37,2788.18,1213,34,18,16,0.5294,0,8.77,0,2,7.56,0,2,1,1
EV_105092,TXN_202605092,CUST_1979,Saanvi Nair,saanvi.nair73@company.in,+918835015940,EdTech,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-11 17:54:37,25000.0,254,38,31,7,0.8158,0,8.3,3,1,17.51,0,3,3,1
EV_105093,TXN_202605093,CUST_2755,Vihaan Kulkarni,vihaan.kulkarni74@yahoo.com,+917302240185,SaaS,Stripe,Debit Card,Tablet,failed_payment,user_timeout,2026-08-01 17:51:37,810.83,422,43,26,17,0.6047,189,2.96,3,1,3.36,0,3,0,0
EV_105094,TXN_202605094,CUST_1691,Rohan Gupta,rohan.gupta57@gmail.com,+916999913493,SaaS,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-08-08 13:31:37,16299.33,1494,10,7,3,0.7,0,5.52,1,1,220.95,66,1,0,0
EV_105095,TXN_202605095,CUST_1867,Riya Kulkarni,riya.kulkarni83@outlook.com,+916758569854,E-commerce Retail,Razorpay,UPI,Desktop,failed_payment,insufficient_funds,2026-07-17 23:09:37,5047.66,623,40,19,21,0.475,0,4.06,1,1,4.96,0,1,1,0
EV_105096,TXN_202605096,CUST_1696,Reyansh Nair,reyansh.nair88@yahoo.com,+917387545832,SaaS,PayU,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-07-14 11:09:37,7334.1,826,15,10,5,0.6667,0,7.58,3,1,0.1,0,1,1,1
EV_105097,TXN_202605097,CUST_1501,Vivaan Nair,vivaan.nair47@outlook.com,+917176724393,B2B Wholesale,Razorpay,Credit Card,Desktop,failed_payment,expired_card,2026-07-12 12:49:37,47006.34,133,25,15,10,0.6,130,5.13,0,1,20.22,0,3,1,1
EV_105098,TXN_202605098,CUST_1611,Diya Sharma,diya.sharma98@company.in,+916995358283,EdTech,Cashfree,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-22 04:42:37,3857.88,478,7,4,3,0.5714,0,9.02,3,1,17.2,0,2,2,1
EV_105099,TXN_202605099,CUST_2480,Ishaan Malhotra,ishaan.malhotra66@yahoo.com,+918520584223,EdTech,Razorpay,UPI,Desktop,failed_payment,insufficient_funds,2026-08-03 08:01:37,977.12,99,30,22,8,0.7333,167,8.14,1,1,2.62,0,2,0,0
EV_105100,TXN_202605100,CUST_2885,Vihaan Joshi,vihaan.joshi59@outlook.com,+916302377420,EdTech,PayU,NetBanking,Desktop,overdue_invoice,insufficient_funds,2026-06-01 12:58:37,24456.31,1279,52,39,13,0.75,0,8.66,1,1,236.07,82,2,2,0
EV_105101,TXN_202605101,CUST_1114,Aditya Chopra,aditya.chopra56@yahoo.com,+918592930364,SaaS,Razorpay,Debit Card,Desktop,failed_payment,bank_downtime,2026-06-07 17:42:37,50000.0,111,20,9,11,0.45,4,7.67,4,2,2.14,0,0,0,1
EV_105102,TXN_202605102,CUST_2757,Ishaan Singh,ishaan.singh86@gmail.com,+918596834164,EdTech,CCAvenue,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-06 14:18:37,2852.11,1057,28,25,3,0.8929,0,5.76,3,1,9.9,0,1,1,1
EV_105103,TXN_202605103,CUST_1526,Riya Bhat,riya.bhat77@enterprise.in,+917450990916,SaaS,PayU,Credit Card,Desktop,failed_payment,insufficient_funds,2026-06-08 08:20:37,4707.65,1095,34,31,3,0.9118,0,6.53,1,3,10.74,0,2,2,0
EV_105104,TXN_202605104,CUST_1533,Vihaan Joshi,vihaan.joshi16@yahoo.com,+916489680170,B2B Wholesale,Razorpay,Credit Card,Mobile,failed_payment,network_error,2026-06-25 11:12:37,32898.47,1295,11,7,4,0.6364,0,7.83,2,3,48.4,0,4,2,1
EV_105105,TXN_202605105,CUST_2798,Reyansh Kumar,reyansh.kumar59@enterprise.in,+919920027411,EdTech,Cashfree,UPI,Tablet,failed_payment,bank_downtime,2026-08-25 17:45:37,1529.04,1051,45,23,22,0.5111,0,8.28,4,4,16.22,0,1,1,1
EV_105106,TXN_202605106,CUST_1650,Riya Malhotra,riya.malhotra4@company.in,+916499368558,B2B Wholesale,Cashfree,Credit Card,Desktop,overdue_invoice,insufficient_funds,2026-08-04 12:50:37,16054.49,1231,21,14,7,0.6667,5,7.85,1,1,175.71,72,1,0,0
EV_105107,TXN_202605107,CUST_1321,Kavya Reddy,kavya.reddy68@outlook.com,+917668247132,EdTech,PayU,UPI,Desktop,failed_payment,insufficient_funds,2026-06-11 22:52:37,5035.35,1171,17,8,9,0.4706,53,3.64,1,1,5.06,0,2,1,0
EV_105108,TXN_202605108,CUST_3217,Rohan Sharma,rohan.sharma30@gmail.com,+916952627766,SaaS,Stripe,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-06-23 00:56:37,499.0,1116,34,26,8,0.7647,0,7.9,3,1,13.51,0,3,3,0
EV_105109,TXN_202605109,CUST_1369,Saanvi Kulkarni,saanvi.kulkarni56@gmail.com,+916045302356,B2B Wholesale,Stripe,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-06 15:16:37,4298.4,709,11,9,2,0.8182,0,6.41,3,1,5.33,0,4,4,1
EV_105110,TXN_202605110,CUST_2876,Ishaan Verma,ishaan.verma22@enterprise.in,+916971768522,SaaS,Razorpay,Credit Card,Desktop,failed_payment,insufficient_funds,2026-07-01 09:06:37,16663.54,1423,52,35,17,0.6731,5,6.45,1,1,35.28,0,1,0,1
EV_105111,TXN_202605111,CUST_3371,Rohan Rao,rohan.rao4@outlook.com,+918054786772,EdTech,Cashfree,UPI,Desktop,failed_payment,insufficient_funds,2026-07-18 11:22:37,50000.0,113,54,40,14,0.7407,0,9.7,1,1,7.55,0,4,2,1
EV_105112,TXN_202605112,CUST_2137,Kabir Rao,kabir.rao44@outlook.com,+917974823127,SaaS,Razorpay,Wallet,Tablet,checkout_abandonment,user_timeout,2026-06-28 14:23:37,25000.0,688,43,40,3,0.9302,0,5.78,3,1,1.41,0,5,4,1
EV_105113,TXN_202605113,CUST_3253,Vihaan Reddy,vihaan.reddy25@yahoo.com,+918969110738,B2B Wholesale,Stripe,NetBanking,Desktop,failed_payment,expired_card,2026-06-11 22:41:37,1101.12,1239,11,7,4,0.6364,166,6.78,0,1,9.73,0,1,0,1
EV_105114,TXN_202605114,CUST_1495,Saanvi Malhotra,saanvi.malhotra89@outlook.com,+916211703120,SaaS,Stripe,NetBanking,Mobile,failed_payment,bank_downtime,2026-07-01 01:25:37,22391.73,708,51,32,19,0.6275,0,9.81,4,1,27.27,0,4,1,1
EV_105115,TXN_202605115,CUST_1002,Meera Chopra,meera.chopra72@outlook.com,+919075280817,E-commerce Retail,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-06-17 07:21:37,4159.39,84,48,40,8,0.8333,0,9.0,3,1,4.7,0,4,4,1
EV_105116,TXN_202605116,CUST_2837,Ananya Verma,ananya.verma83@enterprise.in,+917459471620,B2B Wholesale,Razorpay,Credit Card,Desktop,failed_payment,expired_card,2026-08-22 19:54:37,8129.28,402,32,11,21,0.3438,0,4.95,0,1,2.68,0,3,2,0
EV_105117,TXN_202605117,CUST_3121,Kabir Chopra,kabir.chopra45@yahoo.com,+916823974612,SaaS,CCAvenue,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-06-15 04:28:37,13241.34,421,25,15,10,0.6,75,8.84,3,1,0.23,0,3,1,0
EV_105118,TXN_202605118,CUST_1973,Vihaan Bhat,vihaan.bhat9@company.in,+918912449281,E-commerce Retail,PayU,Credit Card,Desktop,failed_payment,insufficient_funds,2026-08-16 19:47:37,22659.67,138,4,3,1,0.75,0,6.18,1,2,5.92,0,1,1,0
EV_105119,TXN_202605119,CUST_3083,Kunal Patel,kunal.patel39@outlook.com,+918327730041,EdTech,Razorpay,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-07-23 14:30:37,1918.34,861,45,31,14,0.6889,0,6.88,3,1,4.2,0,1,1,1
EV_105120,TXN_202605120,CUST_1747,Ira Verma,ira.verma26@enterprise.in,+917967036002,EdTech,Razorpay,Debit Card,Tablet,failed_payment,insufficient_funds,2026-07-26 12:44:37,6972.44,411,37,23,14,0.6216,11,5.26,1,1,7.45,0,0,0,0
EV_105121,TXN_202605121,CUST_3430,Ananya Singh,ananya.singh14@yahoo.com,+919554512120,SaaS,Cashfree,Credit Card,Mobile,failed_payment,insufficient_funds,2026-07-14 05:49:37,15409.31,959,23,12,11,0.5217,33,6.77,1,2,3.02,0,1,1,1
EV_105122,TXN_202605122,CUST_1866,Kunal Reddy,kunal.reddy81@gmail.com,+917569189330,E-commerce Retail,Cashfree,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-07-23 00:20:37,9466.86,143,40,31,9,0.775,0,4.27,3,1,6.73,0,4,4,1
EV_105123,TXN_202605123,CUST_3376,Riya Reddy,riya.reddy81@enterprise.in,+916841381999,E-commerce Retail,Cashfree,UPI,Desktop,failed_payment,network_error,2026-07-30 18:12:37,8298.17,392,43,37,6,0.8605,0,7.85,2,1,23.32,0,5,5,1
EV_105124,TXN_202605124,CUST_1693,Vivaan Kumar,vivaan.kumar97@outlook.com,+916240682864,B2B Wholesale,CCAvenue,Wallet,Tablet,checkout_abandonment,user_timeout,2026-08-15 08:34:37,1498.39,194,22,16,6,0.7273,0,7.66,3,1,2.67,0,4,3,1
EV_105125,TXN_202605125,CUST_2898,Diya Kumar,diya.kumar36@company.in,+919366007978,EdTech,PayU,Debit Card,Tablet,checkout_abandonment,user_timeout,2026-08-23 01:00:37,499.0,539,6,4,2,0.6667,0,7.0,3,1,7.18,0,3,3,1
EV_105126,TXN_202605126,CUST_2766,Arjun Chopra,arjun.chopra22@enterprise.in,+917510223792,E-commerce Retail,Cashfree,NetBanking,Mobile,checkout_abandonment,user_timeout,2026-06-04 00:22:37,3272.91,1227,40,39,1,0.975,0,5.57,3,1,6.94,0,3,3,1
EV_105127,TXN_202605127,CUST_2916,Sneha Mehta,sneha.mehta59@enterprise.in,+917880641429,B2B Wholesale,Razorpay,UPI,Mobile,failed_payment,insufficient_funds,2026-06-09 00:24:37,8400.15,138,33,23,10,0.697,17,5.95,1,3,37.0,0,3,3,0
EV_105128,TXN_202605128,CUST_2421,Arjun Rao,arjun.rao11@gmail.com,+919085773843,E-commerce Retail,Stripe,UPI,Tablet,failed_payment,insufficient_funds,2026-05-31 18:27:37,24052.85,978,16,13,3,0.8125,175,5.73,1,1,0.61,0,1,1,1
EV_105129,TXN_202605129,CUST_3302,Pooja Sharma,pooja.sharma46@yahoo.com,+917627986121,SaaS,CCAvenue,NetBanking,Mobile,failed_payment,network_error,2026-06-29 06:21:37,8241.12,336,48,32,16,0.6667,0,7.12,2,1,7.83,0,0,0,1
EV_105130,TXN_202605130,CUST_2466,Sneha Mehta,sneha.mehta15@company.in,+919982289486,E-commerce Retail,Cashfree,Credit Card,Mobile,failed_payment,insufficient_funds,2026-08-21 22:50:37,2216.38,241,40,39,1,0.975,28,8.98,1,2,7.99,0,0,0,0
EV_105131,TXN_202605131,CUST_1088,Diya Verma,diya.verma83@yahoo.com,+916054340558,B2B Wholesale,PayU,UPI,Tablet,failed_payment,user_timeout,2026-08-09 11:16:37,12950.13,1066,30,21,9,0.7,0,6.71,3,1,13.75,0,3,3,0
EV_105132,TXN_202605132,CUST_3386,Kabir Mehta,kabir.mehta86@yahoo.com,+916568465870,E-commerce Retail,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-06-22 02:57:37,25000.0,1081,34,29,5,0.8529,0,6.72,3,2,7.88,0,3,3,1
EV_105133,TXN_202605133,CUST_2408,Vivaan Chopra,vivaan.chopra65@outlook.com,+916046675894,E-commerce Retail,Razorpay,UPI,Mobile,failed_payment,network_error,2026-07-15 14:38:37,9092.25,385,29,25,4,0.8621,0,9.23,2,2,23.09,0,3,2,1
EV_105134,TXN_202605134,CUST_1834,Vivaan Chopra,vivaan.chopra91@yahoo.com,+916486037259,SaaS,Cashfree,UPI,Tablet,failed_payment,bank_downtime,2026-07-31 21:36:37,31048.39,1019,41,15,26,0.3659,0,2.32,4,2,4.57,0,3,2,0
EV_105135,TXN_202605135,CUST_2746,Meera Mehta,meera.mehta94@company.in,+917867829945,B2B Wholesale,Razorpay,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-12 05:14:37,15173.0,1288,7,6,1,0.8571,2,6.21,3,1,2.02,0,4,3,1
EV_105136,TXN_202605136,CUST_3322,Reyansh Mehta,reyansh.mehta86@gmail.com,+918017913285,SaaS,CCAvenue,Debit Card,Tablet,failed_payment,user_timeout,2026-07-13 16:15:37,5775.36,77,26,20,6,0.7692,106,5.62,3,1,7.84,0,2,2,0
EV_105137,TXN_202605137,CUST_2237,Reyansh Rao,reyansh.rao31@enterprise.in,+917905789525,B2B Wholesale,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-24 04:06:37,3986.66,107,50,27,23,0.54,0,7.04,3,1,0.64,0,2,2,1
EV_105138,TXN_202605138,CUST_1192,Kavya Chopra,kavya.chopra68@gmail.com,+917699805002,EdTech,PayU,UPI,Mobile,failed_payment,network_error,2026-08-20 17:01:37,3319.85,850,21,14,7,0.6667,57,5.1,2,3,1.12,0,2,2,1
EV_105139,TXN_202605139,CUST_1608,Arjun Kumar,arjun.kumar29@enterprise.in,+919149185230,E-commerce Retail,Stripe,UPI,Mobile,failed_payment,user_timeout,2026-06-30 08:13:37,50000.0,833,22,17,5,0.7727,0,7.56,3,1,18.64,0,2,2,0
EV_105140,TXN_202605140,CUST_2527,Vivaan Chopra,vivaan.chopra90@yahoo.com,+919582739614,SaaS,CCAvenue,NetBanking,Tablet,failed_payment,expired_card,2026-07-09 00:48:37,2019.58,1095,46,25,21,0.5435,7,6.75,0,2,0.18,0,1,1,1
EV_105141,TXN_202605141,CUST_1451,Kavya Gupta,kavya.gupta28@outlook.com,+917181037719,SaaS,Cashfree,Credit Card,Tablet,failed_payment,bank_downtime,2026-06-05 09:25:37,517.04,754,21,13,8,0.619,5,9.62,4,1,15.09,0,5,4,1
EV_105142,TXN_202605142,CUST_1597,Ishaan Patel,ishaan.patel33@outlook.com,+916492300084,E-commerce Retail,Razorpay,Credit Card,Tablet,failed_payment,network_error,2026-08-11 21:27:37,12447.5,1293,13,10,3,0.7692,141,6.43,2,2,12.99,0,0,0,1
EV_105143,TXN_202605143,CUST_2051,Kavya Kulkarni,kavya.kulkarni79@outlook.com,+917864470731,E-commerce Retail,CCAvenue,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-06-29 03:28:37,7954.8,784,43,30,13,0.6977,0,6.28,3,2,9.44,0,3,2,1
EV_105144,TXN_202605144,CUST_2375,Ishaan Singh,ishaan.singh69@enterprise.in,+916457168048,E-commerce Retail,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-08 01:07:37,1569.22,62,51,29,22,0.5686,0,4.82,3,2,2.94,0,3,3,0
EV_105145,TXN_202605145,CUST_2141,Pooja Kumar,pooja.kumar23@gmail.com,+916535856716,EdTech,Razorpay,Debit Card,Mobile,checkout_abandonment,user_timeout,2026-06-01 15:38:37,2200.79,822,34,17,17,0.5,58,2.01,3,1,35.45,0,4,2,0
EV_105146,TXN_202605146,CUST_1380,Rohan Rao,rohan.rao68@yahoo.com,+918563970187,E-commerce Retail,Razorpay,UPI,Mobile,failed_payment,user_timeout,2026-07-20 01:53:37,16283.15,1032,30,24,6,0.8,0,9.62,3,1,8.14,0,4,3,1
EV_105147,TXN_202605147,CUST_2121,Sneha Sharma,sneha.sharma3@yahoo.com,+917876975522,SaaS,Cashfree,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-26 09:45:37,2573.25,1036,17,6,11,0.3529,8,8.44,3,1,11.7,0,4,4,0
